title	isbn	author_first_name	author_last_name	author_website	publisher	publication_year	acquisition_date	acquisition_price
Hundred Cut Each Happen	1-200-41049-1	Cindy	Quinn	https://quinn.com	Abbott Group	1948	1995-07-06	$10.11
Back Score Company Interest	0-86451-610-X	Rachel	Mitchell	https://mitchell.org	Ruiz, Herrera and Knox	2011	2013-11-03	$8.63
Drug Method Cup Bank	1-69233-890-0	Tara	Webb		Faulkner-Taylor	2001	2019-06-03	$8.62
Drug Method Cup Bank	1-69233-890-0	Tara	Webb		Faulkner-Taylor	2001	2015-05-21	$10.45
Drug Method Cup Bank	1-317-75411-5	Tara	Webb		Hughes PLC	2017	2020-05-09	$1.11
Drug Method Cup Bank	1-317-75411-5	Tara	Webb		Hughes PLC	2017	2021-02-02	$10.08
Drug Method Cup Bank	1-317-75411-5	Tara	Webb		Hughes PLC	2017	2017-03-18	$7.97
Drug Method Cup Bank	1-223-93297-4	Tara	Webb		Hughes PLC	2018	2018-10-25	$5.48
Ten Option Short But About	1-124-27950-4	Bryan	Boyer	https://bryanboyer.com	Ruiz, Herrera and Knox	1953	1957-08-10	$0.97
Author Main Require Hair Car	1-124-55011-9	Stephen	Ochoa	https://stephenochoa.com	Abbott Group	1982	2014-01-07	$6.30
Author Main Require Hair Car	1-124-55011-9	Stephen	Ochoa	https://stephenochoa.com	Abbott Group	1982	2016-12-30	$10.47
Author Main Require Hair Car	1-124-55011-9	Stephen	Ochoa	https://stephenochoa.com	Abbott Group	1982	2015-04-05	$8.85
Mission Fund Suggest Really	0-531-00811-8	Monique	Maynard	https://maynard.biz	Abbott Group	1945	1960-09-03	$6.48
Book By Ok Voice Majority	0-403-82250-5	Timothy	Johnson	https://timothyjohnson.com	Hawkins-Jackson	2002	2020-10-15	$6.74
Not Voice Low Sound	0-08-284212-4	Cassandra	Morrison	https://morrison.info	Hughes PLC	1927	1965-02-20	$5.81
Not Voice Low Sound	0-256-55645-8	Cassandra	Morrison	https://morrison.info	Lane-Travis	1948	1967-03-20	$0.31
Not Voice Low Sound	0-256-55645-8	Cassandra	Morrison	https://morrison.info	Lane-Travis	1948	2015-05-21	$8.73
Not Voice Low Sound	0-256-55645-8	Cassandra	Morrison	https://morrison.info	Lane-Travis	1948	1976-08-07	$2.56
Blood Student Court	1-278-08884-9	Frank	Johnson	https://johnson.com	Obrien-Martin	2001	2017-07-09	$2.52
Under Big Already Beyond	0-7488-3166-5	Joshua	Hill		Hughes PLC	1970	2006-01-04	$11.29
Program Focus Wonder	0-528-17476-2	Nathan	Beard	http://beard.com	Abbott Group	1912	1950-09-19	$7.50
Program Focus Wonder	0-528-17476-2	Nathan	Beard	http://beard.com	Abbott Group	1912	1938-09-20	$13.86
Rate Imagine Run As	1-62920-979-1	Evan	Lowe		Faulkner-Taylor	1913	1975-06-16	$9.77
Rate Imagine Run As	1-62920-979-1	Evan	Lowe		Faulkner-Taylor	1913	1930-06-22	$2.24
New Available Sign Buy	0-599-36182-4	Patrick	Frost	https://patrickfrost.biz	Ruiz, Herrera and Knox	1998	1998-01-18	$4.54
New Available Sign Buy	1-5403-7594-3	Patrick	Frost	https://patrickfrost.biz	Greene, Patel and Kent	2021	2022-01-25	$0.74
Look Same Loss Enter Worry	1-58256-835-9	Austin	Nelson	https://austinnelson.com	Hughes PLC	2019	2019-03-01	$0.44
Else Job Follow Same	1-898413-42-8	Corey	Ross	https://coreyross.com	Obrien-Martin	1925	1958-04-19	$6.91
Else Job Follow Same	1-898413-42-8	Corey	Ross	https://coreyross.com	Obrien-Martin	1925	1949-06-11	$8.44
Forward Anyone Threat	1-320-86421-X	Hunter	Dunn	http://dunn.com	Ruiz, Herrera and Knox	1972	2002-07-15	$2.04
Allow Inside Moment Debate	0-254-41632-2	Nathan	Donaldson	https://nathandonaldson.biz	Bailey-Norman	2003	2012-09-29	$4.25
Allow Inside Moment Debate	0-254-41632-2	Nathan	Donaldson	https://nathandonaldson.biz	Bailey-Norman	2003	2013-12-08	$9.94
Allow Inside Moment Debate	0-254-41632-2	Nathan	Donaldson	https://nathandonaldson.biz	Bailey-Norman	2003	2010-04-19	$0.22
Policy Site Accept	0-610-63938-2	Anna	Garrett	https://garrett.biz	Hughes PLC	1994	2001-01-09	$4.02
Policy Site Accept	0-610-63938-2	Anna	Garrett	https://garrett.biz	Hughes PLC	1994	2015-06-18	$1.52
Out Front Staff Activity	0-89018-343-0	Douglas	Trevino	https://trevino.org	Hughes PLC	2003	2019-09-04	$10.34
Out Front Staff Activity	0-89018-343-0	Douglas	Trevino	https://trevino.org	Hughes PLC	2003	2004-01-26	$3.31
Out Front Staff Activity	0-89018-343-0	Douglas	Trevino	https://trevino.org	Hughes PLC	2003	2009-12-14	$12.71
Out Front Staff Activity	0-89018-343-0	Douglas	Trevino	https://trevino.org	Hughes PLC	2003	2022-03-03	$5.05
Out Front Staff Activity	0-89018-343-0	Douglas	Trevino	https://trevino.org	Hughes PLC	2003	2018-11-24	$11.26
Out Front Staff Activity	0-89018-343-0	Douglas	Trevino	https://trevino.org	Hughes PLC	2003	2017-03-23	$12.04
Out Front Staff Activity	0-89018-343-0	Douglas	Trevino	https://trevino.org	Hughes PLC	2003	2012-04-01	$13.62
Job Seek Huge Buy	0-06-822843-0	William	Taylor	http://taylor.org	Ruiz, Herrera and Knox	2019	2020-06-13	$5.24
Job Seek Huge Buy	0-06-822843-0	William	Taylor	http://taylor.org	Ruiz, Herrera and Knox	2019	2021-04-24	$8.04
Job Seek Huge Buy	0-06-822843-0	William	Taylor	http://taylor.org	Ruiz, Herrera and Knox	2019	2020-10-14	$11.55
Job Seek Huge Buy	0-06-822843-0	William	Taylor	http://taylor.org	Ruiz, Herrera and Knox	2019	2021-10-29	$11.49
Job Seek Huge Buy	0-06-822843-0	William	Taylor	http://taylor.org	Ruiz, Herrera and Knox	2019	2019-10-28	$13.89
Story North Cover Hair	0-7444-2744-4	Laura	Smith	https://laurasmith.com	Ruiz, Herrera and Knox	1926	1931-07-12	$6.17
Story North Cover Hair	0-7444-2744-4	Laura	Smith	https://laurasmith.com	Ruiz, Herrera and Knox	1926	1967-09-30	$9.56
Story North Cover Hair	0-358-29316-2	Laura	Smith	https://laurasmith.com	Lane-Travis	1931	2014-01-26	$12.09
Story North Cover Hair	0-358-29316-2	Laura	Smith	https://laurasmith.com	Lane-Travis	1931	1998-02-21	$4.40
Not Home Catch Head Parent	1-113-22127-5	Samantha	Trevino	https://trevino.com	Obrien-Martin	1979	1994-07-30	$7.84
May Beautiful Put Use	1-263-63099-5	Tyler	King	https://king.biz	Morales-Nguyen	1921	1956-07-29	$1.37
May Beautiful Put Use	1-263-63099-5	Tyler	King	https://king.biz	Morales-Nguyen	1921	1962-09-22	$12.76
Now Field Son	0-214-62770-5	Michael	Johnson		Hughes PLC	1944	1985-10-17	$10.12
Now Field Son	0-214-62770-5	Michael	Johnson		Hughes PLC	1944	1982-06-12	$10.16
Now Field Son	0-214-62770-5	Michael	Johnson		Hughes PLC	1944	2015-06-07	$0.03
Today Next Pretty Charge	1-130-64738-2	Mark	Smith		Faulkner-Taylor	1988	1992-12-05	$13.13
Today Next Pretty Charge	1-130-64738-2	Mark	Smith		Faulkner-Taylor	1988	1993-08-23	$12.01
Today Next Pretty Charge	1-130-64738-2	Mark	Smith		Faulkner-Taylor	1988	1995-09-16	$3.88
Surface Fear Human Old	1-161-57963-X	Randy	West	https://randywest.com	Abbott Group	1929	2009-06-13	$7.83
Face Away Between Above	0-911528-57-1	Javier	Schmidt	https://javierschmidt.com	Obrien-Martin	1910	2001-03-22	$7.39
Not Billion She Try	1-938198-72-7	Shawn	Fitzpatrick	https://fitzpatrick.com	Obrien-Martin	1982	2019-09-17	$3.40
Not Billion She Try	1-323-14661-X	Shawn	Fitzpatrick	https://fitzpatrick.com	Obrien-Martin	2007	2021-11-18	$4.53
Building Woman Difference Go	0-08-452523-1	Laura	Walker		Bailey-Norman	1924	1956-02-06	$3.37
Building Woman Difference Go	0-08-452523-1	Laura	Walker		Bailey-Norman	1924	2002-01-25	$2.27
Building Woman Difference Go	1-09-153148-X	Laura	Walker		Bailey-Norman	2009	2020-08-30	$10.83
Age Decade Same Sport Bank	0-922575-11-8	Crystal	Miller		Ruiz, Herrera and Knox	1990	2007-01-04	$13.55
Age Decade Same Sport Bank	0-922575-11-8	Crystal	Miller		Ruiz, Herrera and Knox	1990	2015-09-15	$10.88
Age Decade Same Sport Bank	0-922575-11-8	Crystal	Miller		Ruiz, Herrera and Knox	1990	2013-09-07	$5.73
Age Decade Same Sport Bank	0-922575-11-8	Crystal	Miller		Ruiz, Herrera and Knox	1990	2013-08-10	$1.71
Age Decade Same Sport Bank	0-453-33858-5	Crystal	Miller		Ruiz, Herrera and Knox	2003	2013-08-14	$10.39
So Them Degree Decade Voice	0-583-48171-X	Jordan	Schneider	https://jordanschneider.info	Obrien-Martin	1994	2019-03-21	$1.32
So Them Degree Decade Voice	0-583-48171-X	Jordan	Schneider	https://jordanschneider.info	Obrien-Martin	1994	2009-02-26	$1.93
Again Both Personal Argue	1-69560-560-8	Brenda	Alexander	https://alexander.net	Abbott Group	1918	1962-03-13	$11.31
Again Both Personal Argue	1-84146-936-X	Brenda	Alexander	https://alexander.net	Abbott Group	1970	2021-10-18	$10.08
Again Both Personal Argue	1-84146-936-X	Brenda	Alexander	https://alexander.net	Abbott Group	1970	2001-07-13	$8.55
Pay Brother Student Nothing	1-228-98133-7	Travis	Munoz		Morales-Nguyen	1943	2012-12-08	$3.61
Pay Brother Student Nothing	1-228-98133-7	Travis	Munoz		Morales-Nguyen	1943	1966-07-07	$11.42
Wall Next I Owner Sign	1-928331-99-8	Kevin	Henderson	https://kevinhenderson.org	Hughes PLC	1983	1994-03-21	$2.46
Wall Next I Owner Sign	1-928331-99-8	Kevin	Henderson	https://kevinhenderson.org	Hughes PLC	1983	2009-03-04	$9.46
Wall Next I Owner Sign	1-928331-99-8	Kevin	Henderson	https://kevinhenderson.org	Hughes PLC	1983	2004-09-18	$7.79
Wall Next I Owner Sign	0-17-319698-5	Kevin	Henderson	https://kevinhenderson.org	Hughes PLC	1998	2016-06-03	$9.84
Great Fast Growth Leader	1-4482-3255-4	Brian	Powers	https://brianpowers.com	Bailey-Norman	1912	2016-02-15	$14.46
Great Fast Growth Leader	1-323-67831-X	Brian	Powers	https://brianpowers.com	Bailey-Norman	1952	2004-08-27	$6.51
Simply Purpose Hard Option	0-7467-9936-5	Jeremiah	Chase	https://jeremiahchase.com	Taylor, Jones and Hines	1914	1969-06-10	$10.05
Term Visit Type Region	1-4884-0068-7	Todd	Mejia	https://mejia.com	Obrien-Martin	1968	1969-01-26	$8.01
Term Visit Type Region	1-00-276869-1	Todd	Mejia	https://mejia.com	Obrien-Martin	1976	2021-04-29	$9.42
Very Fire Here Major Too	0-17-110728-4	Javier	Schmidt	https://javierschmidt.com	Ruiz, Herrera and Knox	1977	1997-05-10	$8.35
Very Fire Here Major Too	0-17-110728-4	Javier	Schmidt	https://javierschmidt.com	Ruiz, Herrera and Knox	1977	1990-11-26	$5.23
Television Pick Sure Middle	1-4758-5105-7	Elizabeth	Fuentes		Ruiz, Herrera and Knox	1931	1995-12-25	$6.61
Television Pick Sure Middle	1-4758-5105-7	Elizabeth	Fuentes		Ruiz, Herrera and Knox	1931	1999-04-02	$4.55
Television Pick Sure Middle	1-4758-5105-7	Elizabeth	Fuentes		Ruiz, Herrera and Knox	1931	1972-01-05	$2.70
Television Pick Sure Middle	1-4758-5105-7	Elizabeth	Fuentes		Ruiz, Herrera and Knox	1931	2013-03-15	$3.05
Music Listen If But	0-363-91585-0	Patrick	Frost	https://patrickfrost.biz	Ruiz, Herrera and Knox	2014	2020-08-11	$13.24
Music Listen If But	0-363-91585-0	Patrick	Frost	https://patrickfrost.biz	Ruiz, Herrera and Knox	2014	2020-09-08	$6.55
Discover Address Over	0-18-586177-6	David	Cruz	https://cruz.biz	Hughes PLC	1984	1998-06-03	$6.43
Discover Address Over	0-617-63367-3	David	Cruz	https://cruz.biz	Hughes PLC	1993	1996-09-06	$8.82
Several Little Already Key	1-116-15043-3	Laura	Hamilton		Hawkins-Jackson	2010	2021-03-18	$3.79
Focus Way Spend Improve Work	0-229-40583-5	Karen	Rivera	https://rivera.com	Greene, Patel and Kent	2019	2021-08-28	$6.15
Focus Way Spend Improve Work	0-229-40583-5	Karen	Rivera	https://rivera.com	Greene, Patel and Kent	2019	2021-05-03	$0.98
Focus Way Spend Improve Work	0-416-86786-3	Karen	Rivera	https://rivera.com	Greene, Patel and Kent	2019	2021-12-31	$14.39
Focus Way Spend Improve Work	0-416-86786-3	Karen	Rivera	https://rivera.com	Greene, Patel and Kent	2019	2019-01-10	$4.03
Focus Way Spend Improve Work	0-416-86786-3	Karen	Rivera	https://rivera.com	Greene, Patel and Kent	2019	2020-02-27	$4.61
Son Customer Investment	0-8148-4261-5	Christopher	Schneider	https://schneider.com	Hughes PLC	2005	2013-02-28	$4.48
Son Customer Investment	0-7688-6863-7	Christopher	Schneider	https://schneider.com	Faulkner-Taylor	2019	2019-04-05	$14.38
Son Customer Investment	0-7688-6863-7	Christopher	Schneider	https://schneider.com	Faulkner-Taylor	2019	2019-11-29	$5.75
Likely Somebody Rather Mouth	1-878567-03-9	Debra	Schmidt	https://debraschmidt.com	Hughes PLC	1921	1935-07-17	$5.92
Likely Somebody Rather Mouth	0-307-90438-5	Debra	Schmidt	https://debraschmidt.com	Bailey-Norman	2020	2021-07-21	$10.45
Likely Somebody Rather Mouth	0-307-90438-5	Debra	Schmidt	https://debraschmidt.com	Bailey-Norman	2020	2020-10-20	$0.95
Likely Somebody Rather Mouth	0-307-90438-5	Debra	Schmidt	https://debraschmidt.com	Bailey-Norman	2020	2022-06-25	$5.83
Likely Somebody Rather Mouth	0-307-90438-5	Debra	Schmidt	https://debraschmidt.com	Bailey-Norman	2020	2022-02-09	$8.71
Pull Door Tell Lay Edge	0-667-32677-4	Todd	Mejia	https://mejia.com	Hawkins-Jackson	1979	2010-01-09	$8.13
Six Power Positive More	0-514-10129-6	Elizabeth	Cunningham	https://elizabethcunningham.net	Morales-Nguyen	1931	1960-03-01	$7.14
Life Pretty Medical Ready	1-07-259174-X	Catherine	Neal		Abbott Group	1985	1986-12-09	$14.76
Life Pretty Medical Ready	1-07-259174-X	Catherine	Neal		Abbott Group	1985	2020-10-31	$10.31
Life Pretty Medical Ready	1-07-259174-X	Catherine	Neal		Abbott Group	1985	2013-07-04	$13.62
Life Pretty Medical Ready	1-07-259174-X	Catherine	Neal		Abbott Group	1985	1994-06-03	$8.63
Civil Also Cover	0-243-90692-7	Ernest	Haas	https://haas.org	Hughes PLC	2017	2021-12-09	$10.90
Find Response Father Add	1-190-52238-1	Justin	Wood	https://justinwood.com	Ruiz, Herrera and Knox	1937	1967-09-08	$13.27
Raise Manage Field Blood	1-160-72104-1	Deborah	Gibbs		Ruiz, Herrera and Knox	1929	1959-03-03	$3.67
Raise Manage Field Blood	0-387-95021-4	Deborah	Gibbs		Ruiz, Herrera and Knox	2018	2021-02-26	$12.83
Raise Manage Field Blood	0-303-70233-8	Deborah	Gibbs		Hughes PLC	2018	2018-03-31	$14.00
Year Poor Than Discuss	1-146-79075-9	Cindy	Quinn	https://quinn.com	Hughes PLC	1973	1996-10-20	$8.36
Ball Sound Fear Amount	0-86624-992-3	Tamara	Gilbert	https://gilbert.com	Bailey-Norman	1966	2020-01-05	$7.89
Nor Nearly Seven	0-553-72739-7	Steven	Simpson		Obrien-Martin	1977	2014-05-21	$6.14
Box Card Case	1-67656-701-1	Monique	Maynard	https://maynard.biz	Hughes PLC	1957	1998-10-31	$12.88
Box Card Case	1-67656-701-1	Monique	Maynard	https://maynard.biz	Hughes PLC	1957	1998-10-11	$5.96
Box Card Case	1-67656-701-1	Monique	Maynard	https://maynard.biz	Hughes PLC	1957	2020-09-08	$12.12
Box Card Case	1-67656-701-1	Monique	Maynard	https://maynard.biz	Hughes PLC	1957	1991-12-11	$8.74
Laugh Hot Similar Two Upon	1-268-68744-8	Erika	Valdez		Obrien-Martin	1942	1988-06-27	$14.38
Laugh Hot Similar Two Upon	1-268-68744-8	Erika	Valdez		Obrien-Martin	1942	1987-06-27	$10.93
Laugh Hot Similar Two Upon	0-85729-431-8	Erika	Valdez		Hawkins-Jackson	2007	2010-02-18	$5.13
Nice Fall Let Do Also	0-7902-1682-5	Joshua	Page	https://page.com	Ruiz, Herrera and Knox	1975	1985-09-25	$5.40
Nice Fall Let Do Also	0-7902-1682-5	Joshua	Page	https://page.com	Ruiz, Herrera and Knox	1975	1994-01-13	$1.67
Nice Fall Let Do Also	0-7902-1682-5	Joshua	Page	https://page.com	Ruiz, Herrera and Knox	1975	1992-05-12	$0.76
Nice Fall Let Do Also	0-7902-1682-5	Joshua	Page	https://page.com	Ruiz, Herrera and Knox	1975	1976-05-03	$3.00
Rock Decade Form Drop Allow	0-07-478814-0	Jeffrey	Steele	https://steele.com	Abbott Group	2000	2016-09-01	$6.48
Increase See Film Her	0-05-007064-9	Ruth	Anderson	http://ruthanderson.com	Abbott Group	1959	1991-02-01	$2.81
Increase See Film Her	0-05-007064-9	Ruth	Anderson	http://ruthanderson.com	Abbott Group	1959	2019-02-28	$4.64
Increase See Film Her	0-05-007064-9	Ruth	Anderson	http://ruthanderson.com	Abbott Group	1959	2021-07-13	$1.11
Increase See Film Her	0-05-007064-9	Ruth	Anderson	http://ruthanderson.com	Abbott Group	1959	1968-08-11	$2.09
Partner Catch Weight	0-12-722342-8	Katherine	Taylor	http://taylor.com	Ruiz, Herrera and Knox	2016	2016-12-21	$14.35
Partner Catch Weight	0-687-95354-5	Katherine	Taylor	http://taylor.com	Ruiz, Herrera and Knox	2017	2019-01-09	$12.39
Partner Catch Weight	0-7585-5502-4	Katherine	Taylor	http://taylor.com	Ruiz, Herrera and Knox	2021	2022-02-17	$12.15
Partner Catch Weight	0-7585-5502-4	Katherine	Taylor	http://taylor.com	Ruiz, Herrera and Knox	2021	2021-09-09	$1.09
Cell Pay New Bag Risk	0-225-97840-7	Scott	Harrison	https://harrison.org	Faulkner-Taylor	1982	1993-09-07	$2.34
Cell Pay New Bag Risk	0-356-78892-X	Scott	Harrison	https://harrison.org	Lane-Travis	2019	2022-05-09	$1.11
Cell Pay New Bag Risk	0-356-78892-X	Scott	Harrison	https://harrison.org	Lane-Travis	2019	2021-07-10	$6.09
Cell Pay New Bag Risk	0-356-78892-X	Scott	Harrison	https://harrison.org	Lane-Travis	2019	2019-02-27	$0.98
Cell Pay New Bag Risk	0-356-78892-X	Scott	Harrison	https://harrison.org	Lane-Travis	2019	2022-05-13	$9.93
Top Into Draw	1-75598-265-8	Austin	Nelson	https://austinnelson.com	Hughes PLC	2021	2022-05-18	$10.18
Top Into Draw	1-75598-265-8	Austin	Nelson	https://austinnelson.com	Hughes PLC	2021	2021-10-03	$4.42
Town College Turn	0-07-596496-1	Matthew	Brown		Lane-Travis	1961	1962-07-10	$4.73
Town College Turn	0-07-596496-1	Matthew	Brown		Lane-Travis	1961	2014-12-30	$11.89
Town College Turn	0-12-639164-5	Matthew	Brown		Lane-Travis	2009	2015-10-13	$11.10
Rate Break Commercial	1-80333-768-0	Tara	Webb		Lane-Travis	1901	1921-05-11	$1.19
Rate Break Commercial	1-80333-768-0	Tara	Webb		Lane-Travis	1901	1989-10-06	$9.15
Rate Break Commercial	1-80333-768-0	Tara	Webb		Lane-Travis	1901	2011-03-20	$11.25
Something Effort Event	1-222-75264-6	Katherine	Moore	https://moore.com	Greene, Patel and Kent	1954	1955-02-20	$10.64
Ground Including Risk	0-7659-5702-7	Monica	Lewis		Hawkins-Jackson	1918	1994-07-27	$2.76
Role Member Wrong Election	1-878671-99-5	Rachel	Little	https://rachellittle.com	Obrien-Martin	2003	2018-01-21	$11.73
Role Member Wrong Election	1-878671-99-5	Rachel	Little	https://rachellittle.com	Obrien-Martin	2003	2009-01-04	$6.24
Agree May Seek While Pull	0-936176-89-X	Robert	Arroyo	https://robertarroyo.com	Bailey-Norman	1918	2009-08-01	$14.42
Whole Ability More Rule	0-9806097-7-1	Katherine	Moore	https://moore.com	Greene, Patel and Kent	1915	2006-10-12	$7.90
Whole Ability More Rule	0-9535898-4-6	Katherine	Moore	https://moore.com	Ruiz, Herrera and Knox	1925	1944-10-06	$10.01
Whole Ability More Rule	0-9535898-4-6	Katherine	Moore	https://moore.com	Ruiz, Herrera and Knox	1925	1983-07-17	$8.92
Any Worry Product	0-01-965177-5	Mary	Alexander	https://maryalexander.com	Hawkins-Jackson	2016	2020-08-02	$7.92
Any Worry Product	0-01-965177-5	Mary	Alexander	https://maryalexander.com	Hawkins-Jackson	2016	2017-01-22	$3.76
Any Worry Product	0-01-965177-5	Mary	Alexander	https://maryalexander.com	Hawkins-Jackson	2016	2020-12-23	$1.07
Any Worry Product	0-01-965177-5	Mary	Alexander	https://maryalexander.com	Hawkins-Jackson	2016	2017-02-26	$4.68
Any Worry Product	0-01-965177-5	Mary	Alexander	https://maryalexander.com	Hawkins-Jackson	2016	2021-06-20	$12.57
Any Worry Product	0-619-97246-7	Mary	Alexander	https://maryalexander.com	Hawkins-Jackson	2016	2019-09-20	$8.12
Any Worry Product	0-619-97246-7	Mary	Alexander	https://maryalexander.com	Hawkins-Jackson	2016	2020-08-22	$1.67
Pass Black Might Size	0-276-90854-6	Todd	Nunez	https://nunez.org	Taylor, Jones and Hines	1909	1909-08-19	$11.67
Pass Black Might Size	0-276-90854-6	Todd	Nunez	https://nunez.org	Taylor, Jones and Hines	1909	1932-12-19	$9.64
Strategy Blue Enough	1-63018-964-2	Julie	Clark	https://julieclark.com	Ruiz, Herrera and Knox	2020	2020-06-24	$5.89
Which Exist Speech Main	0-08-756965-5	Mary	Murray		Hughes PLC	1977	1993-09-15	$8.36
Which Exist Speech Main	0-08-756965-5	Mary	Murray		Hughes PLC	1977	2021-11-24	$12.22
Hear Foreign Develop Art	1-348-05528-6	Heather	Gallagher	http://heathergallagher.biz	Hughes PLC	1925	2013-05-02	$7.52
Style Evidence Since Gas	0-01-037844-8	Jeremiah	Chase	https://jeremiahchase.com	Lane-Travis	2020	2020-07-19	$4.18
Watch Get Simple Wish	1-68578-338-4	Natasha	Morris	https://natashamorris.com	Hughes PLC	1935	1984-09-03	$9.52
Cell Nation Yard Win	1-83252-465-5	Samantha	Trevino	https://trevino.com	Ruiz, Herrera and Knox	1950	1977-01-16	$9.06
Cell Nation Yard Win	1-83252-465-5	Samantha	Trevino	https://trevino.com	Ruiz, Herrera and Knox	1950	1969-04-24	$0.61
Cell Nation Yard Win	1-345-78770-7	Samantha	Trevino	https://trevino.com	Ruiz, Herrera and Knox	1967	1986-11-08	$13.54
Cell Nation Yard Win	1-345-78770-7	Samantha	Trevino	https://trevino.com	Ruiz, Herrera and Knox	1967	1969-10-20	$14.61
Cell Nation Yard Win	1-345-78770-7	Samantha	Trevino	https://trevino.com	Ruiz, Herrera and Knox	1967	1967-11-05	$9.24
Cell Nation Yard Win	1-345-78770-7	Samantha	Trevino	https://trevino.com	Ruiz, Herrera and Knox	1967	1988-01-15	$12.75
Onto Smile Tell Read Water	0-7227-4034-4	Debra	Schmidt	https://debraschmidt.com	Bailey-Norman	1901	1936-07-07	$7.34
Memory Sea Eye Election Know	0-18-975307-2	David	Acosta	https://acosta.org	Abbott Group	2021	2022-04-18	$10.96
Memory Sea Eye Election Know	1-81209-330-6	David	Acosta	https://acosta.org	Abbott Group	2021	2022-07-14	$6.49
Pressure Summer Dream Unit	0-915615-45-2	Dorothy	Savage	http://dorothysavage.org	Abbott Group	1973	2008-04-12	$5.52
