id	Title	Author Last Name	Author First Name	Author Website	Publisher	Publication Year	Media	Page Count	Languages	LC Classification	ISBN	Dewey Decimal	Dewey Wording	Barcode	Acquisition Date	Acquisition Price
105	The Knights of Crystallia	Sanderson	Brandon	https://www.brandonsanderson.com/	Scholastic Press	2009	Hardcover	336	English	PZ7.S19797 A	043992555X	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period	73A37FB83E45462408808ED202029776	2009-09-16	7.54
106	Servant of the Underworld	de Bodard	Aliette		JABberwocky Literary Agency, Inc.	2016	Paperback	338	English	PR6102.O637	1625672047	813	American fiction > English (North America) > Literature	9DB020D1C04012DC6930BF66E2544AE8	2016-09-13	6.79
107	Borders of Infinity	Bujold	Lois McMaster	http://www.dendarii.com/	Baen	1989	Paperback	320	English	PS3552.U397 B67	0671698419	813	American fiction > English (North America) > Literature	4306E9ADBA930520635A2C48C6F05354	2022-09-13	15.23
108	Lords and Ladies	Pratchett	Terry	http://terrypratchettbooks.com/	HarperTorch	1996	Paperback	400	English	PR6066.R34 L67	0061056928	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	02750D19C6A2F550849370AB0C53D94F	2018-02-28	18.39
109	Lords and Ladies	Pratchett	Terry	http://terrypratchettbooks.com/	HarperTorch	1996	Paperback	400	English	PR6066.R34 L67	0061056928	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	0FF9C7F82453993661653A1EDFF502BB	2014-07-22	16.70
110	Lords and Ladies	Pratchett	Terry	http://terrypratchettbooks.com/	HarperTorch	1996	Paperback	400	English	PR6066.R34 L67	0061056928	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	C76635A31EFBD5B6A1AB53B6F8A323F1	2000-01-06	10.00
111	Four-Season Harvest: Organic Vegetables from Your Home Garden All Year Long, 2nd Edition	Coleman	Eliot		Chelsea Green Publishing	1999	Paperback	236	English	SB324 .C64	1890132276	635.0484	Agriculture & related technologies > Cultivation, harvesting > Domestic Gardening > Gardening > Organic > Special methods of cultivation > Technology and Application of Knowledge	B9184DD3F612770CA1E57E57325610F5	2000-01-22	7.72
112	Four-Season Harvest: Organic Vegetables from Your Home Garden All Year Long, 2nd Edition	Coleman	Eliot		Chelsea Green Publishing	1999	Paperback	236	English	SB324 .C64	1890132276	635.0484	Agriculture & related technologies > Cultivation, harvesting > Domestic Gardening > Gardening > Organic > Special methods of cultivation > Technology and Application of Knowledge	CEC9E83AF3055D56D723DDF2E60E40A4	2004-11-28	15.39
113	Four-Season Harvest: Organic Vegetables from Your Home Garden All Year Long, 2nd Edition	Coleman	Eliot		Chelsea Green Publishing	2008	Paperback	236	English	SB324 .C64	9788952739940	635.0484	Agriculture & related technologies > Cultivation, harvesting > Domestic Gardening > Gardening > Organic > Special methods of cultivation > Technology and Application of Knowledge	51470302161975D55A58FE84091F8ACC	2021-04-10	6.58
114	Uncle Tungsten: Memories of a Chemical Boyhood	Sacks	Oliver	https://oliversacks.com/	Vintage	2002	Paperback	352	English	RC339.S23 A3	0375704043	616.8092	Diseases > Diseases of nervous system and mental disorders > Medicine and health > Technology and Application of Knowledge	FB68CC13F19AD0B612A7D1DBBBDAEF96	2015-03-31	8.68
115	Uncle Tungsten: Memories of a Chemical Boyhood	Sacks	Oliver	https://oliversacks.com/	Vintage	2002	Paperback	352	English	RC339.S23 A3	0375704043	616.8092	Diseases > Diseases of nervous system and mental disorders > Medicine and health > Technology and Application of Knowledge	DFD4DC3D2B9094B0A09675223941633F	2014-07-13	17.05
116	Uncle Tungsten: Memories of a Chemical Boyhood	Sacks	Oliver	https://oliversacks.com/	Vintage	2002	Paperback	352	English	RC339.S23 A3	0375704043	616.8092	Diseases > Diseases of nervous system and mental disorders > Medicine and health > Technology and Application of Knowledge	CC973159BD96136192CD93F8959D979A	2021-01-01	14.24
117	The Great Hunt	Jordan	Robert		Tor Fantasy	1991	Paperback	705	English	PS3560.O7617 G74	0812517725	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	D3641FEEF7EC2E42CE5B94032BAB2B15	2015-10-15	9.27
118	Good to Great and the Social Sectors: Why Business Thinking is Not the Answer	Collins	Jim	https://www.jimcollins.com/	HarperCollins	2005	Paperback	35	English	HD57 .C6452	0977326403	658.048	Management > Management and auxiliary services > Technology and Application of Knowledge	243F256736DB176200ACB0A03CA6BB0B	2016-01-16	18.98
119	The Robots of Dawn	Asimov	Isaac		Doubleday	1983	Hardcover	419	English	PS3551.S5 R6	038518400X	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	88AC9DE3C76C47BC71CA3463DAC3180E	2019-08-29	14.97
120	The Robots of Dawn	Asimov	Isaac		Doubleday	1983	Hardcover	419	English	PS3551.S5 R6	038518400X	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	F24CB82502BE693D3CEBD257E432F7D1	2013-01-03	11.72
121	The Vicar of Nibbleswicke	Dahl	Roald	https://www.roalddahl.com/	Puffin	1994	Paperback	48	English	PZ7.D1515 V	014036837X	828	English miscellaneous writings > English {except North American} > Literature	07AFB750D54FA34E5B7E1EB47CE0E0E4	2016-04-10	6.90
122	The Vicar of Nibbleswicke	Dahl	Roald	https://www.roalddahl.com/	Puffin	2007	Paperback	48	English	PZ7.D1515 V	9786706884027	828	English miscellaneous writings > English {except North American} > Literature	502F8596C463EC8302B608DD97AB5519	2011-01-15	9.86
123	Naked Sun	Asimov	Isaac		Grafton	1993	Paperback	208	English	PZ3.A8316 N	0586010165	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	5A0AA9E514F69239F4824F37DF63729F	2019-09-14	18.44
124	The Secret History of Mac Gaming	Moss	Richard		Unbound	2018	Hardcover		English		1783524863	794.8	Electronic and video games > Indoor games of skill; board games > Recreational and performing arts > The arts	62C748083AB969F836D2C4F2C8A0733C	2020-12-27	6.51
125	The Sandman Vol. 5: A Game of You	Gaiman	Neil	https://neilgaiman.com/	Vertigo	1993	Paperback	192		PN6728.S26 G35	1563890895	741.5973	Cartoons, Caricatures, Comics > Collections > Drawing &  drawings > Graphic arts and decorative arts > North American > The arts > United States (General)	A6DD348F763A56369A422F87806C0088	2002-05-21	17.82
126	The Sandman Vol. 5: A Game of You	Gaiman	Neil	https://neilgaiman.com/	Vertigo	1993	Paperback	192		PN6728.S26 G35	1563890895	741.5973	Cartoons, Caricatures, Comics > Collections > Drawing &  drawings > Graphic arts and decorative arts > North American > The arts > United States (General)	ADAB1B204594C94CFD0C70EF59848878	1993-03-22	17.12
127	Showa 1926-1939: A History of Japan	Mizuki	Shigeru		Drawn and Quarterly	2013	Paperback	560	English	DS888.5 M5913	1770461353	952.03	1868-1945 > Asia > History and Geography > Japan	D0D28C0F5871414481E6D29CC1CB5A9A	2013-03-02	9.18
128	Showa 1926-1939: A History of Japan	Mizuki	Shigeru		Drawn and Quarterly	2014	Paperback	560	English	DS888.5 M5913	9788374983769	952.03	1868-1945 > Asia > History and Geography > Japan	36E532C67FD06F1015D3D2747CFB6C76	2018-04-06	8.21
129	Showa 1926-1939: A History of Japan	Mizuki	Shigeru		Drawn and Quarterly	2014	Paperback	560	English	DS888.5 M5913	9788374983769	952.03	1868-1945 > Asia > History and Geography > Japan	0149EDD9F8208F9E107BDE120498A5C6	2016-07-13	5.91
130	Showa 1926-1939: A History of Japan	Mizuki	Shigeru		Drawn and Quarterly	2015	Paperback	560	English	DS888.5 M5913	9788628492115	952.03	1868-1945 > Asia > History and Geography > Japan	EE639A9DE392D8BD7D7509F52DB9AAAD	2022-09-22	13.34
420	Ringworld	Niven	Larry		Del Rey	1985	Paperback	352	English	PZ4.N734 R	0345333926	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	0E4697C1F8387C46076F06998417FC37	1988-07-16	10.94
131	Artificial Intelligence Illuminated	Coppin	Ben		Jones & Bartlett Learning	2004	Paperback	739	English	Q335.C586	0763732303	6.3	Artificial Intelligence > Computing and Information > Information > Special Topics	6F163FBCC7CEA8232BDB1BBBCB78AA39	2013-09-08	18.66
132	In Cold Blood	Capote	Truman		Vintage	1994	Paperback	343	English	HV6533.K3	0679745580	364.15230978144	Crimes and Offenses > Criminology > History, geographic treatment, biography > Homicide > Murder > North America > Offenses against persons > Social problems and services; associations > Social sciences	8202B27982F270CBF320B0CF800B655E	1995-07-14	18.54
133	The Compass Rose	Le Guin	Ursula K.	https://www.ursulakleguin.com/	Spectra	1983	Paperback	288	English	PS3562.E42 C6	0553235125	813	American fiction > English (North America) > Literature	1D5E4AB6FBF399A8BA5E1021FE406871	1991-05-25	11.55
134	Therigatha: Poems of the First Buddhist Women	Hallisey	Charles		Harvard University Press	2015	Hardcover	336	English	BQ1452.E5 H35	0674427734	294.3	Buddhism > Other Religions > Religions > Religions of Indic origin	D8EFD9B39CD9C3799A88462A4ED35457	2021-08-30	5.09
135	Therigatha: Poems of the First Buddhist Women	Hallisey	Charles		Harvard University Press	2015	Hardcover	336	English	BQ1452.E5 H35	0674427734	294.3	Buddhism > Other Religions > Religions > Religions of Indic origin	7C2F93249CB8F3E94A8B2D23AF73A95F	2019-01-21	8.75
136	Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher	Feynman	Richard	http://richardfeynman.com/	Basic Books	2005	Paperback	176	English	QC21 .F52	0465023924	530	Natural sciences and mathematics > Physics > Physics	F149FE9398EB1048F3702655BA03B506	2007-02-11	19.43
137	Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher	Feynman	Richard	http://richardfeynman.com/	Basic Books	2005	Paperback	176	English	QC21 .F52	0465023924	530	Natural sciences and mathematics > Physics > Physics	7927CE1E33C79F896D62E91F49B53B52	2018-05-31	12.98
138	Sprint: How to Solve Big Problems and Test New Ideas in Just Five Days	Knapp	Jake		Simon & Schuster	2016	Hardcover	288	English	HD30 .K63	0593076117	658.403	Decision-making And Knowledge Management > Executive > Management > Management and auxiliary services > Technology and Application of Knowledge	86FD9A065083AA5DC19F4589164AC175	2017-10-10	17.70
139	A Civil Campaign: A Comedy of Biology and Manners	Bujold	Lois McMaster	http://www.dendarii.com/	Baen	1999	Hardcover	405	English	PS3552.U397 C58	0671578278	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	FABB9B2F1DBCEB3EE788571535BB200C	2017-07-08	12.20
140	A Civil Campaign: A Comedy of Biology and Manners	Bujold	Lois McMaster	http://www.dendarii.com/	Baen	1999	Hardcover	405	English	PS3552.U397 C58	0671578278	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	911A1CDC4AB61C21104A46680E9458BC	2001-02-17	15.06
141	The Hollow Boy	Stroud	Jonathan	http://jonathanstroud.com/	Disney-Hyperion	2015	Hardcover	400	English	PZ7.S92475 H	1484709683	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period	F146709BAB03676AADEB8329FAA2D761	2015-04-22	5.16
142	Only You Can Save Mankind	Pratchett	Terry	http://terrypratchettbooks.com/	Corgi	2004	Paperback	179	English	PZ7.P8865 O	0552551112	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	51ECADF545F3DBF538C3C5802F1A0408	2015-09-25	13.87
143	The Shadow Rising	Jordan	Robert		Tor Books	1992	Hardcover	704	English	PS3560.O7617 S48	0312854315	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	8EEDE53AB002EFD3DD62A44E98D5E690	2007-08-30	7.09
144	The Complete Adventures of Charlie and Mr Willy Wonka	Dahl	Roald	https://www.roalddahl.com/	Puffin	2001	Paperback	384	English	PZ7.D1515	0141311312	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	26CCDDF422A6B5A5D5656BBB597C8CD6	2010-07-13	7.28
145	The Wizard in the Tree	Alexander	Lloyd		Dutton Juvenile	1974	Hardcover	137	English	PZ8.A37 W	0525431284	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	FC60AD39D9EF309CE389F2DEEC8B6428	1994-05-23	13.53
146	The Wizard in the Tree	Alexander	Lloyd		Dutton Juvenile	1974	Hardcover	137	English	PZ8.A37 W	0525431284	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	9C92B72C9C30DB4994F3313C9E0338E1	2000-04-13	12.19
147	Into the Narrowdark	Williams	Tad	https://www.tadwilliams.com/	DAW	2022	Hardcover	608	English		0756410649	813.6	21st Century > American fiction > English (North America) > Literature	0CA93D0ED7566F61951BC7BE0584D4E9	2022-02-28	5.98
148	The Perfect Thing: How the iPod Shuffles Commerce, Culture, and Coolness	Levy	Steven	https://stevenlevy.com/	Simon & Schuster	2006	Hardcover	304	English	ML74.I48 L48	0743285220	6.5	Computing and Information > Digital audio > Information > Special Topics	0B248C6ADE7D6EC83DCD81F76F7B6082	2022-06-13	18.66
149	The Perfect Thing: How the iPod Shuffles Commerce, Culture, and Coolness	Levy	Steven	https://stevenlevy.com/	Simon & Schuster	2008	Hardcover	304	English	ML74.I48 L48	9788536520425	6.5	Computing and Information > Digital audio > Information > Special Topics	A6ADB22265BE51DC08CC7E4FF8F91978	2008-11-08	10.70
150	The Perfect Thing: How the iPod Shuffles Commerce, Culture, and Coolness	Levy	Steven	https://stevenlevy.com/	Simon & Schuster	2008	Hardcover	304	English	ML74.I48 L48	9788536520425	6.5	Computing and Information > Digital audio > Information > Special Topics	D2E485607597E236FEB331D479FB68D0	2008-12-13	9.83
151	The Theory Of Everything	Hawking	Stephen	https://www.hawking.org.uk/	Jaico Publishing House	2007	Paperback	132	English	QB985 .H39	8179925919	520	Astronomy > Astronomy > Natural sciences and mathematics	A961541FB7C3123D1113E14E15A70DFA	2016-12-06	7.87
152	The Theory Of Everything	Hawking	Stephen	https://www.hawking.org.uk/	Jaico Publishing House	2007	Paperback	132	English	QB985 .H39	8179925919	520	Astronomy > Astronomy > Natural sciences and mathematics	31D3DCAFAD676D80479E7D075AE0187C	2021-08-21	10.87
153	UX for Lean Startups: Faster, Smarter User Experience Research and Design	Klein	Laura		O'Reilly Media	2018	Paperback	236	English	QA76.H85 K54	1492049581	658.11	Management > Management and auxiliary services > Of Corporate Finance > Startup Management > Technology and Application of Knowledge	9A18BFD0B5DF94A53B77288D6F8A712E	2022-10-01	15.38
154	Summer Knight	Butcher	Jim	https://www.jim-butcher.com/	Roc	2002	Paperback	371	English	PS3552.U8242 S95	0451458923	813.6	21st Century > American fiction > English (North America) > Literature	A0C17466C09479F891B63E2C34FBBB83	2008-03-09	19.26
155	Pure Magic	Neumeier	Rachel	https://www.rachelneumeier.com/	CreateSpace	2015	Paperback	350	English		1514118440	813.6	21st Century > American fiction > English (North America) > Literature	F0480466AA525BF5454383A8A577D28E	2015-10-21	17.38
156	Assassin's Quest: The Illustrated Edition	Hobb	Robin	http://www.robinhobb.com/	Del Rey	2021	Hardcover		English	PS3558.O33636 A94	0593157931	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	199857BB04D44BE40D778A6C5C653CCF	2021-06-05	17.57
157	Gregor and the Prophecy of Bane	Collins	Suzanne	http://www.suzannecollinsbooks.com/	Scholastic Press	2005	Paperback	304	English	PZ7.C6837 G	0439650763	813.6	21st Century > American fiction > English (North America) > Literature	CFF1F506E7597300CAF975212B817D78	2019-02-10	13.50
158	Catherine the Great	Oldenbourg	Zoe		Random House	1965	Hardcover		English	DK170.O373	0394418697	947.063	Catharine I - Catharine II 1725-96 > Europe > History and Geography > Russia and eastern Europe [and formerly Finland] > Russian & Slavic History by Period	50C52A61838999208720033799647C7D	1979-10-27	5.81
159	Barrayar	Bujold	Lois McMaster	http://www.dendarii.com/	NESFA Press	2012	Hardcover	324	English	PS3552.U38 B37	1886778930	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	9642EECB53F42BAA000E52B74306F8A2	2022-09-21	12.96
160	Children of God	Russell	Mary Doria		Villard	1998	Hardcover	436	English	PS3568.U76678 C48	067945635X	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	EBF98931CD80C06E15FA66F9F4242425	2008-06-20	17.14
161	Designing Data-Intensive Applications: The Big Ideas Behind Reliable, Scalable, and Maintainable Systems	Kleppmann	Martin		O'Reilly Media	2017	Paperback	611	English	QA76.A65	1449373321	5.276	Computer programming, programs, data, security > Computing and Information > For Networked Multimedia Systems > Information > Programming for Specific Environments > Web Programming	DE141FC37FF73E94B60C3A4EFC48DD4C	2017-04-27	10.24
162	A World Without Heroes	Mull	Brandon	http://brandonmull.com/	Aladdin	2011	Hardcover	464	English	PZ7.M9112 W	141699792X	813.6	21st Century > American fiction > English (North America) > Literature	37F1091BFB2C66B6670351EB97A3DDFC	2021-04-22	12.76
163	A World Without Heroes	Mull	Brandon	http://brandonmull.com/	Aladdin	2011	Hardcover	464	English	PZ7.M9112 W	141699792X	813.6	21st Century > American fiction > English (North America) > Literature	12EBC2CB41AF79236358763D1D7E67BF	2021-08-25	8.54
