Title	Author First Name	Author Last Name	Author Website	Publisher	Publication Year	ISBN	Barcode	Acquisition Date	Acquisition Price
Last Chance to See	Douglas	Adams	https://www.douglasadams.com/	Ballantine Books	1992	0-345371-98-4	E4F7-FFF5-60EE-2C5F	2008-06-05	$16.83
Exo	Steven	Gould	https://eatourbrains.com/steve	Tor Books	2014	0765-3-3654-5	BD8D-B3E9-2B2F-8E11	2016-01-05	$8.07
The Amber Spyglass	Philip	Pullman	http://philip-pullman.com/	Laurel Leaf	2003	0-440238-15-3	F4B9-6613-621B-4858	2016-09-18	$10.29
Civilization and Its Discontents	Sigmund	Freud		W. W. Norton & Company	1989	0-393-30158-3	B734-D290-32F4-CE8E	2018-01-25	$5.02
Jane Eyre	Charlotte	Bronte		Signet Classics	1997	045152-6-55-4	0DC6-9BD5-AD88-2C73	2013-02-19	$14.28
A History of Japan to 1334	George	Sansom		Stanford University Press	1958	080-47-0523-2	7E7B-BA27-FAFC-C653	1959-04-02	$10.01
A History of Japan to 1334	George	Sansom		Stanford University Press	1969	7409-8-1508-4	21EE-7A09-5C87-8338	1972-08-14	$15.63
Sur's Ocean: Poems from the Early Tradition		Surdas		Harvard University Press	2015	0-67-442777-7	A5C7-37C0-2F4F-10D7	2018-07-22	$10.31
City of Miracles	Robert Jackson	Bennett	https://www.robertjacksonbennett.com/	Broadway Books	2017	0553419-7-3-0	2F25-BF2B-CD1F-A694	2020-09-04	$19.65
City of Miracles	Robert Jackson	Bennett	https://www.robertjacksonbennett.com/	Broadway Books	2017	0553419-7-3-0	B4BD-F51D-B2B9-D4F0	2017-03-29	$7.05
Poirot Investigates	Agatha	Christie	https://www.agathachristie.com/	Bantam Books	1975	0553-100-26-2	F3CF-028B-01A0-F990	2014-12-04	$19.54
Essentials of Cooking	James	Peterson	https://jimcooks.com/	Artisan	1999	1-579-65120-8	7592-5FB3-6756-53C1	2001-05-01	$13.37
Death: The Time of Your Life	Neil	Gaiman	https://neilgaiman.com/	Vertigo	1997	15-6389-333-9	F47C-EBC4-7519-5C29	1999-10-13	$8.85
Horizon	Lois McMaster	Bujold	http://www.dendarii.com/	Harper Voyager	2009	006-137-536-5	3F67-6EFD-0E71-FC01	2020-04-26	$13.18
Horizon	Lois McMaster	Bujold	http://www.dendarii.com/	Harper Voyager	2009	006-137-536-5	B6B2-7E0B-A3C8-A0A7	2015-02-06	$18.70
Horizon	Lois McMaster	Bujold	http://www.dendarii.com/	Harper Voyager	2009	006-137-536-5	E1BC-E321-F4C2-71B7	2014-05-27	$11.84
Horizon	Lois McMaster	Bujold	http://www.dendarii.com/	Harper Voyager	2020	978-858-18620-1-6	4E8A-D503-B3CC-294A	2022-08-23	$17.91
Horizon	Lois McMaster	Bujold	http://www.dendarii.com/	Harper Voyager	2020	978-858-18620-1-6	4CBA-8FD0-257E-110C	2020-02-14	$12.17
Beguilement	Lois McMaster	Bujold	http://www.dendarii.com/	Harper Voyager	2006	0-06-113758-8	3C71-8DCD-25BF-51F3	2020-11-20	$5.22
The Ballad of Songbirds and Snakes	Suzanne	Collins	http://www.suzannecollinsbooks.com/	Scholastic Press	2020	1-338-63517-4	7D6C-ECDB-8348-39B1	2020-05-30	$10.90
The Grief of Stones	Katherine	Addison	https://www.katherineaddison.com/	Tor Books	2022	1250-8138-9-1	DBDB-B33B-A7DF-1953	2022-10-08	$7.24
The Grief of Stones	Katherine	Addison	https://www.katherineaddison.com/	Tor Books	2022	1250-8138-9-1	6EFE-F0DE-25CC-79B1	2022-06-20	$5.78
The Grief of Stones	Katherine	Addison	https://www.katherineaddison.com/	Tor Books	2022	1250-8138-9-1	8571-B49E-33CB-0870	2022-10-30	$6.77
Once Upon a Time in the North: His Dark Materials	Philip	Pullman	http://philip-pullman.com/	Knopf Books for Young Readers	2008	0-3-7584510-0	60B7-2F22-C788-6FEB	2016-08-24	$17.92
Jingo	Terry	Pratchett	http://terrypratchettbooks.com/	HarperCollins	1999	0-061059-06-4	E1D3-BD7A-34DB-903E	2001-08-31	$5.13
The Voyage of the Dawn Treader	C. S.	Lewis	https://www.cslewis.com/	Diamond	1998	0-2616-7050-6	3827-E200-9C39-0687	2008-11-18	$10.77
Now We Are Sick	Neil	Gaiman	https://neilgaiman.com/	Dreamhaven Books	2005	1-8-9205810-3	099A-9E40-8146-A757	2022-09-13	$17.97
The Long Secret	Louise	Fitzhugh		HarperTrophy	1990	00-64-40332-7	DBC4-80AB-D0F9-AF59	2017-09-10	$19.54
VALIS.	Philip K.	Dick	https://philipdick.com/	Bantam Books	1981	0-553-14156-2	9FEA-0F9B-8335-4CDD	2005-01-09	$13.30
The Kodansha Kanji Learner's Course: A Step-by-Step Guide to Mastering 2300 Characters	Andrew Scott	Conning		Kodansha USA	2013	156-8-36526-8	0DAC-D295-AA80-8B81	2022-08-08	$17.27
The Convenient Marriage	Georgette	Heyer	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2009	14-02-21772-2	49CE-4EAA-E1DE-E26A	2019-10-26	$19.79
Brothers of the Wind	Tad	Williams	https://www.tadwilliams.com/	DAW	2021	07-5-641268-4	C30B-72B2-BCC8-EA16	2021-11-13	$6.19
Where the Sidewalk Ends: Poems and Drawings	Shel	Silverstein	http://shelsilverstein.com/	HarperCollins	1974	0-0602-5667-2	1C8E-F3DD-8BE7-650D	2006-04-03	$17.86
The Tiger in the Well	Philip	Pullman	http://philip-pullman.com/	Scholastic Point	2004	0-4-3997780-0	5846-3306-6CCE-0093	2019-06-21	$14.99
The Tiger in the Well	Philip	Pullman	http://philip-pullman.com/	Scholastic Point	2004	0-4-3997780-0	2864-59F2-2917-93B1	2017-03-13	$6.92
Shadow Twin	Rachel	Neumeier	https://www.rachelneumeier.com/	Independently published	2018	19-8-030490-4	5687-33FD-3AEE-47D3	2021-08-17	$12.45
Shadow Twin	Rachel	Neumeier	https://www.rachelneumeier.com/	Independently published	2018	19-8-030490-4	5899-6660-BFD3-FF10	2018-04-07	$10.07
Shadow Twin	Rachel	Neumeier	https://www.rachelneumeier.com/	Independently published	2021	978-16-00-36894-8	2A0F-27EE-AD04-1482	2021-09-26	$19.17
Shadow Twin	Rachel	Neumeier	https://www.rachelneumeier.com/	Independently published	2021	978-16-00-36894-8	1C83-DF20-F36B-594B	2021-08-01	$10.23
Perfectly Reasonable Deviations from the Beaten Track	Richard	Feynman	http://richardfeynman.com/	Basic Books	2006	0465-0237-1-1	0750-399E-30D1-B309	2008-08-17	$8.82
Penric's Mission	Lois McMaster	Bujold	http://www.dendarii.com/	Subterranean Press	2017	1596-0-6844-2	4AB2-773C-2C28-3C81	2018-10-14	$15.44
Master of the Phantom Isle	Brandon	Mull	http://brandonmull.com/	Shadow Mountain	2019	16-297-2604-4	3595-C094-A98A-89D8	2020-08-09	$16.87
Black Coffee	Agatha	Christie	https://www.agathachristie.com/	Minotaur Books	1998	274-4121-43-6	F3F6-5C1E-5DE6-B7A6	2018-04-25	$6.03
Notes From Underground	Fyodor	Dostoevsky		Bantam Classics	1983	05-5321-144-7	62C1-A341-8A8B-1E04	1989-02-22	$16.46
The Path of Daggers	Robert	Jordan		Tor Books	1999	0-812550-29-3	6592-9517-B7B3-1FE8	2007-12-17	$17.62
The Path of Daggers	Robert	Jordan		Tor Books	2012	978-077-2-18123-6	CFA2-F40B-EB74-31B3	2020-11-14	$7.84
Neil Gaiman and Charles Vess's Stardust	Neil	Gaiman	https://neilgaiman.com/	Vertigo	2019	14-0-128784-0	C5BF-CB31-27BD-F063	2021-08-22	$12.34
The History of Akbar, Volume 1		Abu'l-Fazl		Harvard University Press	2015	0674-42-775-0	767D-7A12-8780-A2A4	2015-11-23	$16.14
The History of Akbar, Volume 1		Abu'l-Fazl		Harvard University Press	2015	0674-42-775-0	B521-CAD1-967C-7A60	2019-12-05	$16.68
The Throne of Jade	Naomi	Novik	http://naominovik.com/	Harper Voyager	1998	0-0-0725872-0	87B6-C9C9-AD04-D3BC	2011-01-08	$12.52
Jim Butcher's The Dresden Files: Dog Men	Jim	Butcher	https://www.jim-butcher.com/	Dynamite Entertainment	2018	1-524105-44-9	A2F2-109E-12DB-C5F5	2020-03-06	$11.44
Jim Butcher's The Dresden Files: Dog Men	Jim	Butcher	https://www.jim-butcher.com/	Dynamite Entertainment	2018	1-524105-44-9	9D7A-5FFD-48CC-2C00	2018-01-15	$17.36
Great Expectations	Charles	Dickens		Penguin Classics	2002	014143-9-56-4	61D9-81AC-06BA-5028	2007-08-31	$11.02
Death Note, Vol. 7	Tsugumi	Ohba		VIZ Media LLC	2006	14-21506-28-9	2A1E-B79C-A41C-DFCE	2022-06-19	$10.60
Death Note, Vol. 7	Tsugumi	Ohba		VIZ Media LLC	2006	14-21506-28-9	A9FA-D701-F4BD-AF53	2022-11-04	$5.87
Miles, Mystery & Mayhem	Lois McMaster	Bujold	http://www.dendarii.com/	Baen	2001	06-713185-8-6	C12F-A8C8-8475-4121	2021-11-05	$11.56
Golem's Eye	Jonathan	Stroud	http://jonathanstroud.com/	Corgi	2005	05-5-255273-9	823E-2B63-29D4-E82B	2015-11-21	$18.22
The Angel of the Crows	Katherine	Addison	https://www.katherineaddison.com/	Tor Books	2020	07-65-38739-5	5104-2AF9-310C-E7BB	2020-11-22	$13.71
The Angel of the Crows	Katherine	Addison	https://www.katherineaddison.com/	Tor Books	2020	07-65-38739-5	F976-3B48-CA62-7AF4	2021-07-31	$12.40
Words of Radiance	Brandon	Sanderson	https://www.brandonsanderson.com/	Tor Fantasy	2015	0-7653652-8-6	854D-83EB-072D-455E	2020-01-12	$19.02
Fish & Shellfish: The Cook's Indispensable Companion	James	Peterson	https://jimcooks.com/	William Morrow Cookbooks	1996	06881-2-737-1	8CFE-926E-F53E-4AF5	2017-02-05	$10.89
Fish & Shellfish: The Cook's Indispensable Companion	James	Peterson	https://jimcooks.com/	William Morrow Cookbooks	1996	06881-2-737-1	1177-F199-EE8A-6586	2003-02-28	$14.93
The Blue Sword	Robin	McKinley	https://robinmckinley.com/	Greenwillow Books	1982	0-6-8800938-7	128F-CA16-4B08-98E6	2020-10-01	$10.39
The Kodansha Kanji Learner's Dictionary: Revised and Expanded	Jack	Halpern		Kodansha International	2013	15683-6-407-5	72FF-BA20-FE3F-B494	2013-05-23	$17.39
Small Gods	Terry	Pratchett	http://terrypratchettbooks.com/	HarperTorch	1994	00610-92-17-7	FAEA-9196-B609-8D9D	2022-05-09	$18.22
Small Gods	Terry	Pratchett	http://terrypratchettbooks.com/	HarperTorch	1994	00610-92-17-7	37B1-84C1-85FF-3A1C	2005-12-17	$9.27
Hickory Dickory Death	Agatha	Christie	https://www.agathachristie.com/	Bantam Books	1984	05533-501-2-9	3965-5415-D709-2DEF	1990-06-24	$14.76
Orca	Steven	Brust	http://dreamcafe.com/	Ace Books	1996	0-441-00196-3	9961-B2FE-A972-1B98	1999-03-11	$17.68
Remote Research: Real Users, Real Time, Real Research	Nate	Bolt		Rosenfeld Media	2010	1-9-3382077-2	EB6E-FB57-BBCC-0D23	2013-06-12	$7.20
The Dark Talent	Brandon	Sanderson	https://www.brandonsanderson.com/	Starscape	2016	0-76-538140-0	B4BC-080F-4909-D584	2022-09-10	$12.77
The Prestige	Christopher	Priest		Tor Books	2006	07653-561-7-1	87C7-6E6C-0ABB-E5AE	2014-02-06	$13.99
Hans Christian Anderson: The Complete Fairy Tales and Stories	Hans Christian	Anderson		Barnes and Noble	2008	0-7607-7607-5	62BE-BF14-6449-5B41	2017-09-22	$9.32
Hans Christian Anderson: The Complete Fairy Tales and Stories	Hans Christian	Anderson		Barnes and Noble	2008	0-7607-7607-5	417B-0EFE-54BD-CCA6	2022-04-12	$17.80
Magician: Apprentice	Raymond E	Feist	https://raymondefeist.com/	Spectra	1994	0-55356-494-3	7191-127E-3DC8-E981	2017-12-20	$5.85
Creative Selection: Inside Apple's Design Process During the Golden Age of Steve Jobs	Ken	Kocienda		St. Martin's Press	2018	978-1-25-019446-6	A725-C221-0F07-376B	2018-02-25	$5.28
Jim Butcher's The Dresden Files: Welcome to the Jungle	Jim	Butcher	https://www.jim-butcher.com/	Del Rey/Dabel Brothers	2008	034-5-50859-9	2AEB-CFA0-70AD-A4AD	2022-04-09	$17.80
Fairest	Gail Carson	Levine	https://gailcarsonlevine.com/	HarperCollins	2006	0-0-6073408-6	1114-3909-A65E-D443	2006-07-06	$9.70
Legion	Brandon	Sanderson	https://www.brandonsanderson.com/	Subterranean Press	2012	159-606-485-4	4F58-7CFA-930B-61D5	2015-03-24	$8.21
Powder and Patch	Georgette	Heyer	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2010	978-1-4-0221949-8	B37A-EA0A-3132-C0E5	2010-11-08	$16.13
The Black Cauldron	Lloyd	Alexander		Dell	1999	04-4-040649-8	EF30-AF5E-D1E6-259D	2019-10-02	$7.35
Prince Caspian	C. S.	Lewis	https://www.cslewis.com/	Diamond	1998	026-167-049-2	E5A5-8DB9-6E08-95FF	2014-08-08	$7.68
The Wouldbegoods	Edith	Nesbit		Puffin	1972	01-403012-2-4	ACCE-7A24-A0F5-4DD3	2001-03-05	$19.70
The Design Of Everyday Things: Revised And Expanded Edition	Don	Norman		Basic Books	2013	978-0-46-505065-9	6F0B-F4F8-E7DD-1F75	2017-06-27	$13.67
The Eye of the World: The Graphic Novel, Volume Four	Robert	Jordan		Tor Books	2013	07653-3-631-6	275D-EE73-3300-B28D	2015-12-02	$18.74
The Universe in a Nutshell	Stephen	Hawking	https://www.hawking.org.uk/	Bantam Books	2001	978-05-5380-202-3	9BA3-4812-B62D-5C6A	2005-03-27	$10.33
The Widow's House	Daniel	Abraham	https://www.danielabraham.com/	Orbit	2014	03-1-620398-X	4C7F-7451-460E-175B	2018-11-02	$12.74
Discourses on Livy	Niccolo	Machiavelli		Oxford University Press	2009	978-0-199-55555-0	7193-7245-5ACA-EC25	2020-02-19	$7.87
The Keeper of the Mist	Rachel	Neumeier	https://www.rachelneumeier.com/	Knopf Books for Young Readers	2016	05-53-50928-4	86E1-5659-9E5A-FA2F	2020-04-19	$8.02
The Feynman Lectures on Physics, Vol. 1	Richard	Feynman	http://richardfeynman.com/	Addison Wesley	1963	020-1-02010-6	5F5C-9249-2472-C8EB	1993-10-29	$19.39
The Messy Middle: Finding Your Way Through the Hardest and Most Crucial Part of Any Bold Venture	Scott	Belsky		Portfolio	2018	07352-1-807-2	BA35-B2A4-E334-B901	2019-04-24	$17.29
What's a Cook to Do?: An Illustrated Guide to 484 Essential Tips, Techniques, and Tricks	James	Peterson	https://jimcooks.com/	Artisan	2007	1-5796-5318-9	144C-A5B1-237D-A824	2019-08-25	$5.01
What's a Cook to Do?: An Illustrated Guide to 484 Essential Tips, Techniques, and Tricks	James	Peterson	https://jimcooks.com/	Artisan	2007	1-5796-5318-9	E57F-6492-0A03-B21F	2009-10-25	$11.01
The Minority Report and Other Classic Stories	Philip K.	Dick	https://philipdick.com/	Citadel	2002	08-065-2379-4	3237-6D97-B04C-B116	2012-06-18	$8.29
The Sandman Vol. 7: Brief Lives	Neil	Gaiman	https://neilgaiman.com/	Vertigo	1995	156-3891-38-7	5C94-7A1D-D7BB-76CA	2021-07-18	$15.74
Jim Butcher's The Dresden Files: Storm Front Volume 1	Jim	Butcher	https://www.jim-butcher.com/	Del Rey/Dabel Brothers	2009	0-3-4550639-1	FC67-B647-F301-D5EB	2010-09-02	$17.40
Jim Butcher's The Dresden Files: Storm Front Volume 1	Jim	Butcher	https://www.jim-butcher.com/	Del Rey/Dabel Brothers	2009	0-3-4550639-1	81AB-5AAA-24A8-5847	2017-04-15	$12.48
Jim Butcher's The Dresden Files: Storm Front Volume 1	Jim	Butcher	https://www.jim-butcher.com/	Del Rey/Dabel Brothers	2009	0-3-4550639-1	CDB4-9703-D342-5130	2021-05-26	$9.57
A Brief History of Time: From the Big Bang to Black Holes	Stephen	Hawking	https://www.hawking.org.uk/	Bantam Books	1990	0-5-5334614-8	735A-3BFB-8464-A758	2000-10-21	$10.90
A Brief History of Time: From the Big Bang to Black Holes	Stephen	Hawking	https://www.hawking.org.uk/	Bantam Books	2000	9-0006415-3-4	1F3B-4C79-411A-6108	2010-05-31	$9.82
Mitosis	Brandon	Sanderson	https://www.brandonsanderson.com/	Gollancz	2014	147-3-20935-8	6AC3-A2CA-4C85-48BD	2022-10-26	$8.36
Black Dog Short Stories I & II	Rachel	Neumeier	https://www.rachelneumeier.com/	CreateSpace	2016	15-39632-87-3	EA95-38AB-D88F-BAE6	2018-06-25	$11.48
The Elements of Content Strategy	Erin	Kissane		A Book Apart	2010	098444-25-5-3	CAA8-5222-7634-EBCF	2010-09-04	$7.88
The Landmark Xenophon's Hellenika		Xenophon		Anchor	2010	140-00347-6-0	A319-52D0-AD23-21E1	2011-05-18	$15.65
The Landmark Xenophon's Hellenika		Xenophon		Anchor	2010	140-00347-6-0	C5F3-D371-F401-5F43	2014-08-05	$19.64
The Landmark Xenophon's Hellenika		Xenophon		Anchor	2010	140-00347-6-0	E68A-111B-EB78-E957	2012-03-31	$14.14
Brandon Sanderson's White Sand Volume 2	Brandon	Sanderson	https://www.brandonsanderson.com/	Dynamite Entertainment	2018	15-24-10342-X	EA04-00BE-8C4D-CB89	2018-07-14	$13.70
"""Don't Panic: Douglas Adams and the """"Hitchhiker's Guide to the Galaxy"""""""	Neil	Gaiman	https://neilgaiman.com/	Titan Books Ltd	2003	18-40-23742-2	D59D-25F8-23FC-9861	2003-08-14	$16.85
Mexican Everyday	Rick	Bayless		VIZ Media LLC	2005	0-39-306154-X	2AC0-8A28-6A6C-828F	2020-08-03	$6.91
Lord of Chaos	Robert	Jordan		Tor Books	1994	0-3128-5428-5	5F4D-9C61-68ED-EBB1	2022-01-15	$11.31
What Do You Care What Other People Think?: Further Adventures of a Curious Character	Richard	Feynman	http://richardfeynman.com/	W. W. Norton & Company	2001	039-3320-92-8	CD00-FDE3-2647-621D	2011-01-27	$5.13
On the Banks of Plum Creek	Laura Ingalls	Wilder		HarperCollins	1953	0-06-440004-2	3BC9-73CC-0C1F-08AD	1971-10-19	$19.18
New Spring	Robert	Jordan			2003	0765-3454-5-5	C230-0821-E106-E56E	2015-10-15	$15.60
The Prisoner of Limnos	Lois McMaster	Bujold	http://www.dendarii.com/	Subterranean Press	2019	159-60-6884-1	BDA9-32A3-5405-835B	2019-04-18	$9.84
Earwig and the Witch	Diana Wynne	Jones	http://www.dianawynnejones.com/	Greenwillow Books	2012	978-006207-51-1-6	739A-9C91-9E4A-A830	2021-08-12	$5.07
A Tale of Two Castles	Gail Carson	Levine	https://gailcarsonlevine.com/	HarperCollins	2011	0-0612296-5-2	A25D-F430-C897-79C8	2016-10-14	$13.44
A Tale of Two Castles	Gail Carson	Levine	https://gailcarsonlevine.com/	HarperCollins	2011	0-0612296-5-2	2FF8-2B14-BE71-07BC	2013-05-23	$8.99
A Tale of Two Castles	Gail Carson	Levine	https://gailcarsonlevine.com/	HarperCollins	2011	0-0612296-5-2	0269-ADD5-9D54-9302	2018-04-13	$11.03
Babylon's Ashes	James S. A.	Corey	https://www.jamessacorey.com/	Orbit	2016	03-163-3474-X	22B3-0E8C-43E5-FC7C	2021-06-19	$13.22
The Heroes	Joe	Abercrombie	https://joeabercrombie.com/	Orbit	2011	031-6-04498-9	B73F-CEEC-DEB0-0EF9	2021-08-11	$12.74
The Heroes	Joe	Abercrombie	https://joeabercrombie.com/	Orbit	2011	031-6-04498-9	DB1A-7DE3-82A2-8211	2012-03-06	$13.73
Bastille vs. the Evil Librarians	Brandon	Sanderson	https://www.brandonsanderson.com/	Starscape	2022	125-0-81106-6	FAAD-948B-E881-0A09	2022-12-10	$11.27
Landing Page Optimization: The Definitive Guide to Testing and Tuning for Conversions	Tim	Ash		Sybex	2012	978-0-47-061012-1	6F86-2815-79E3-7F77	2021-04-14	$17.45
Landing Page Optimization: The Definitive Guide to Testing and Tuning for Conversions	Tim	Ash		Sybex	2012	978-0-47-061012-1	7E91-8E94-D9CD-3A02	2017-01-14	$9.01
Malafrena	Ursula K.	Le Guin	https://www.ursulakleguin.com/	Berkley	1980	0-4250-4647-8	E21A-D493-2F14-E77B	2011-04-13	$6.66
A Pattern Language: Towns, Buildings, Construction	Christopher	Alexander		Oxford University Press	1977	0-1-9501919-9	5E88-82E4-E5CF-1C4A	1985-01-27	$10.50
A Pattern Language: Towns, Buildings, Construction	Christopher	Alexander		Oxford University Press	1977	0-1-9501919-9	4824-2E10-FD72-BB8F	2009-06-02	$17.38
A Pattern Language: Towns, Buildings, Construction	Christopher	Alexander		Oxford University Press	1986	9-67-241518-9	0C81-18F1-F181-DCA9	1995-06-09	$7.19
The Man in the Brown Suit	Agatha	Christie	https://www.agathachristie.com/	Dell	1974	0-4401523-0-5	4DDC-1B7F-EB90-C845	1985-09-24	$5.44
The Vorkosigan Companion	Lillian Stewart	Carl		Baen	2008	1-4-1655603-6	0E08-DFA5-955D-CECA	2011-08-22	$5.03
The True Confessions of Charlotte Doyle		Avi		HarperCollins	1997	03807-2-885-0	98C5-0E52-85C5-C4FE	1997-03-19	$15.33
The Psychology Of Everyday Things	Donald A.	Norman		Basic Books	1988	0-4-6506709-3	199A-B88F-322D-E839	2017-07-30	$17.67
The Odyssey		Homer		Simon & Brown	2011	16138-2-116-6	010C-9C46-906B-DB8C	2014-05-18	$11.23
Elantris	Brandon	Sanderson	https://www.brandonsanderson.com/	Dragonsteel Entertainment	2015	978-076538-8-07-0	0E84-A72F-3079-0A2A	2022-11-25	$17.30
The Girl Who Raced Fairyland All the Way Home	Catherynne M.	Valente	https://www.catherynnemvalente.com/	Feiwel & Friends	2016	125-0023-51-3	AA2C-7043-37CC-BB56	2022-04-19	$6.51
Assassin's Fate	Robin	Hobb	http://www.robinhobb.com/	Del Rey	2017	0-55-339295-6	3F93-97FC-AF74-6B3B	2021-09-08	$11.03
Assassin's Fate	Robin	Hobb	http://www.robinhobb.com/	Del Rey	2017	0-55-339295-6	BF5E-1AE7-6EE2-86DF	2019-02-12	$16.82
Storm Front	Jim	Butcher	https://www.jim-butcher.com/	Roc	2000	0-451457-81-1	AAE9-C5BF-A397-796E	2000-04-23	$7.97
Storm Front	Jim	Butcher	https://www.jim-butcher.com/	Roc	2000	0-451457-81-1	A3B7-C09F-43F0-DBF7	2005-06-09	$17.23
The Arkadians	Lloyd	Alexander		Puffin	1998	014-03-8073-6	219B-BAF0-6F03-6D28	2001-03-24	$7.61
The Arkadians	Lloyd	Alexander		Puffin	1998	014-03-8073-6	BB83-FD07-E792-BA55	2009-05-25	$5.45
Build Better Products: A Modern Approach to Building Successful User-Centered Products	Laura	Klein		Rosenfeld Media	2016	193382-0-58-6	6533-0022-9431-2A38	2019-01-16	$19.67
Build Better Products: A Modern Approach to Building Successful User-Centered Products	Laura	Klein		Rosenfeld Media	2021	978-01-634-7162-1	22FE-9C35-BC98-4C38	2021-06-13	$12.76
Build Better Products: A Modern Approach to Building Successful User-Centered Products	Laura	Klein		Rosenfeld Media	2021	978-01-634-7162-1	84EE-8A2B-97CD-CE32	2022-07-08	$5.29
I, Robot	Isaac	Asimov		Spectra	1991	0-55329-438-5	A3A3-38B3-C8A8-25E7	2006-12-18	$6.53
Ordeal by Innocence	Agatha	Christie	https://www.agathachristie.com/	Fontana Books	1970	00-0612-450-X	7D5B-2DC0-BEE5-6655	1993-03-13	$19.86
Ordeal by Innocence	Agatha	Christie	https://www.agathachristie.com/	Fontana Books	1979	7241-0685-6-9	0C0A-5EDB-69E2-F0CE	1992-04-29	$14.24
The Vile Village	Lemony	Snicket	http://danielhandler.com/	Scholastic Press	2002	0-4-3945129-9	04FA-80E8-8725-C166	2005-07-14	$18.50
Coraline	Neil	Gaiman	https://neilgaiman.com/	Harper Perennial	2006	00-61139-37-8	D79E-0A55-9A4A-83AE	2018-06-05	$11.52
Moll Flanders	Daniel	Defoe		St. Martin's Press	1999	0-812567-01-3	C0BE-D381-398E-168E	2018-12-22	$7.41
Moll Flanders	Daniel	Defoe		St. Martin's Press	1999	0-812567-01-3	F35A-5BAC-BA1B-A537	2002-04-28	$7.06
Fool's Quest	Robin	Hobb	http://www.robinhobb.com/	Del Rey	2015	055-339-292-1	FFA3-A76C-080D-D803	2015-08-25	$10.20
The Eye of the World	Robert	Jordan		Tor Fantasy	1990	0-812-51181-6	51E9-85C2-A8B4-F01E	1992-10-23	$15.41
A Borrowed Man	Gene	Wolfe		Tor Books	2015	07-65-38114-1	05EC-DAC0-1E38-CDDB	2020-01-03	$6.02
The Sandman Vol. 8: Worlds' End	Neil	Gaiman	https://neilgaiman.com/	Vertigo	1995	156-3891-71-9	A122-DF42-6FDD-5961	2013-11-28	$16.33
The Sandman Vol. 8: Worlds' End	Neil	Gaiman	https://neilgaiman.com/	Vertigo	1995	156-3891-71-9	BBA2-873A-20BE-7A20	2018-10-05	$19.62
Thinking, Fast and Slow	Daniel	Kahneman		Farrar, Straus and Giroux	2011	0374275-6-3-7	375A-F6BA-805F-1C7F	2019-02-12	$17.57
The Illyrian Adventure	Lloyd	Alexander		Yearling	1990	0440-402-97-2	9232-71F8-B08C-AD68	2005-09-20	$15.67
The Illyrian Adventure	Lloyd	Alexander		Yearling	1990	0440-402-97-2	B3AC-DCB0-20A8-CAEE	2020-12-08	$5.09
The Illyrian Adventure	Lloyd	Alexander		Yearling	1995	5-2-1177428-8	5CB4-87AD-7CA6-E9A1	1995-05-21	$13.59
Evil Under the Sun	Agatha	Christie	https://www.agathachristie.com/	Pocket Books	1973	067-1-77667-3	4A19-12F0-35C0-CB97	1978-07-29	$11.27
The Art of Community: Building the New Age of Participation	Jono	Bacon		O'Reilly Media	2012	05-9-615671-5	75DC-FCE2-412E-943B	2018-04-12	$5.35
Thinking, Fast and Slow	Daniel	Kahneman		Doubleday Canada	2011	0-3-8567651-4	72A4-0BB8-46A8-81ED	2011-02-07	$19.72
Thinking, Fast and Slow	Daniel	Kahneman		Doubleday Canada	2011	0-3-8567651-4	EF5B-AA5F-2DC8-0905	2021-12-31	$18.40
Thinking, Fast and Slow	Daniel	Kahneman		Doubleday Canada	2014	978-8-2250-9064-0	0EDA-CAB7-618D-4ECC	2018-11-28	$14.65
